#    L    TT             EE             BB             TE          
   264    0.51786E+04    0.29377E+01    0.22771E-01    0.73008E+02
   265    0.51581E+04    0.30300E+01    0.22937E-01    0.74440E+02
   266    0.51373E+04    0.31245E+01    0.23103E-01    0.75870E+02
   267    0.51160E+04    0.32209E+01    0.23268E-01    0.77276E+02
   268    0.50942E+04    0.33195E+01    0.23433E-01    0.78673E+02
   269    0.50719E+04    0.34201E+01    0.23598E-01    0.80053E+02
   270    0.50494E+04    0.35227E+01    0.23762E-01    0.81416E+02
   271    0.50263E+04    0.36274E+01    0.23926E-01    0.82762E+02
   272    0.50030E+04    0.37344E+01    0.24090E-01    0.84084E+02
   273    0.49793E+04    0.38430E+01    0.24253E-01    0.85397E+02
   274    0.49552E+04    0.39541E+01    0.24416E-01    0.86678E+02
   275    0.49307E+04    0.40669E+01    0.24579E-01    0.87949E+02
   276    0.49059E+04    0.41818E+01    0.24741E-01    0.89189E+02
   277    0.48806E+04    0.42987E+01    0.24902E-01    0.90420E+02
   278    0.48551E+04    0.44177E+01    0.25064E-01    0.91619E+02
   279    0.48292E+04    0.45385E+01    0.25224E-01    0.92794E+02
   280    0.48030E+04    0.46614E+01    0.25385E-01    0.93960E+02
   281    0.47766E+04    0.47863E+01    0.25544E-01    0.95094E+02
   282    0.47497E+04    0.49129E+01    0.25704E-01    0.96204E+02
   283    0.47227E+04    0.50415E+01    0.25863E-01    0.97289E+02
   284    0.46953E+04    0.51720E+01    0.26021E-01    0.98351E+02
   285    0.46677E+04    0.53045E+01    0.26179E-01    0.99388E+02
   286    0.46397E+04    0.54387E+01    0.26336E-01    0.10039E+03
   287    0.46114E+04    0.55748E+01    0.26493E-01    0.10138E+03
   288    0.45829E+04    0.57127E+01    0.26649E-01    0.10234E+03
   289    0.45542E+04    0.58523E+01    0.26805E-01    0.10327E+03
   290    0.45252E+04    0.59936E+01    0.26960E-01    0.10418E+03
   291    0.44960E+04    0.61372E+01    0.27114E-01    0.10505E+03
   292    0.44664E+04    0.62821E+01    0.27268E-01    0.10591E+03
   293    0.44368E+04    0.64279E+01    0.27421E-01    0.10672E+03
   294    0.44068E+04    0.65761E+01    0.27574E-01    0.10752E+03
   295    0.43769E+04    0.67253E+01    0.27726E-01    0.10828E+03
   296    0.43466E+04    0.68769E+01    0.27877E-01    0.10901E+03
   297    0.43161E+04    0.70287E+01    0.28028E-01    0.10972E+03
   298    0.42854E+04    0.71829E+01    0.28178E-01    0.11039E+03
   299    0.42546E+04    0.73389E+01    0.28328E-01    0.11103E+03
   300    0.42235E+04    0.74951E+01    0.28476E-01    0.11164E+03
   301    0.41923E+04    0.76531E+01    0.28625E-01    0.11223E+03
   302    0.41611E+04    0.78121E+01    0.28772E-01    0.11279E+03
   303    0.41296E+04    0.79729E+01    0.28919E-01    0.11331E+03
   304    0.40981E+04    0.81354E+01    0.29064E-01    0.11379E+03
   305    0.40664E+04    0.82983E+01    0.29210E-01    0.11424E+03
   306    0.40346E+04    0.84622E+01    0.29354E-01    0.11467E+03
   307    0.40028E+04    0.86272E+01    0.29498E-01    0.11505E+03
   308    0.39708E+04    0.87947E+01    0.29641E-01    0.11542E+03
   309    0.39389E+04    0.89619E+01    0.29783E-01    0.11574E+03
   310    0.39068E+04    0.91294E+01    0.29924E-01    0.11603E+03
   311    0.38747E+04    0.92996E+01    0.30065E-01    0.11628E+03
   312    0.38426E+04    0.94694E+01    0.30205E-01    0.11651E+03
   313    0.38104E+04    0.96403E+01    0.30344E-01    0.11670E+03
   314    0.37782E+04    0.98124E+01    0.30482E-01    0.11686E+03
   315    0.37460E+04    0.99841E+01    0.30620E-01    0.11698E+03
   316    0.37138E+04    0.10157E+02    0.30756E-01    0.11706E+03
   317    0.36816E+04    0.10330E+02    0.30892E-01    0.11711E+03
   318    0.36494E+04    0.10504E+02    0.31027E-01    0.11713E+03
   319    0.36173E+04    0.10679E+02    0.31162E-01    0.11711E+03
   320    0.35852E+04    0.10853E+02    0.31295E-01    0.11706E+03
   321    0.35531E+04    0.11029E+02    0.31428E-01    0.11698E+03
   322    0.35211E+04    0.11204E+02    0.31559E-01    0.11685E+03
   323    0.34891E+04    0.11380E+02    0.31690E-01    0.11670E+03
   324    0.34573E+04    0.11557E+02    0.31820E-01    0.11650E+03
   325    0.34255E+04    0.11731E+02    0.31950E-01    0.11628E+03
   326    0.33938E+04    0.11908E+02    0.32078E-01    0.11601E+03
   327    0.33622E+04    0.12084E+02    0.32206E-01    0.11571E+03
   328    0.33307E+04    0.12259E+02    0.32333E-01    0.11538E+03
   329    0.32993E+04    0.12435E+02    0.32459E-01    0.11501E+03
   330    0.32681E+04    0.12610E+02    0.32584E-01    0.11460E+03
   331    0.32370E+04    0.12785E+02    0.32708E-01    0.11417E+03
   332    0.32060E+04    0.12961E+02    0.32832E-01    0.11370E+03
   333    0.31752E+04    0.13136E+02    0.32955E-01    0.11320E+03
   334    0.31446E+04    0.13310E+02    0.33077E-01    0.11266E+03
   335    0.31140E+04    0.13483E+02    0.33199E-01    0.11209E+03
   336    0.30836E+04    0.13656E+02    0.33319E-01    0.11148E+03
   337    0.30535E+04    0.13829E+02    0.33439E-01    0.11083E+03
   338    0.30235E+04    0.14001E+02    0.33558E-01    0.11016E+03
   339    0.29938E+04    0.14173E+02    0.33677E-01    0.10945E+03
   340    0.29642E+04    0.14343E+02    0.33795E-01    0.10872E+03
   341    0.29347E+04    0.14512E+02    0.33912E-01    0.10794E+03
   342    0.29055E+04    0.14682E+02    0.34028E-01    0.10713E+03
   343    0.28766E+04    0.14850E+02    0.34144E-01    0.10629E+03
   344    0.28479E+04    0.15017E+02    0.34260E-01    0.10542E+03
   345    0.28194E+04    0.15182E+02    0.34374E-01    0.10452E+03
   346    0.27911E+04    0.15348E+02    0.34488E-01    0.10359E+03
   347    0.27631E+04    0.15511E+02    0.34602E-01    0.10263E+03
   348    0.27353E+04    0.15673E+02    0.34715E-01    0.10163E+03
   349    0.27077E+04    0.15835E+02    0.34827E-01    0.10060E+03
   350    0.26804E+04    0.15994E+02    0.34939E-01    0.99549E+02
   351    0.26536E+04    0.16152E+02    0.35050E-01    0.98464E+02
   352    0.26268E+04    0.16310E+02    0.35161E-01    0.97346E+02
   353    0.26004E+04    0.16465E+02    0.35272E-01    0.96212E+02
   354    0.25741E+04    0.16618E+02    0.35382E-01    0.95037E+02
   355    0.25483E+04    0.16771E+02    0.35491E-01    0.93837E+02
   356    0.25227E+04    0.16922E+02    0.35600E-01    0.92619E+02
   357    0.24974E+04    0.17070E+02    0.35709E-01    0.91367E+02
   358    0.24725E+04    0.17216E+02    0.35817E-01    0.90098E+02
   359    0.24478E+04    0.17360E+02    0.35925E-01    0.88796E+02
   360    0.24235E+04    0.17503E+02    0.36033E-01    0.87471E+02
   361    0.23994E+04    0.17644E+02    0.36140E-01    0.86119E+02
   362    0.23758E+04    0.17783E+02    0.36247E-01    0.84744E+02
   363    0.23524E+04    0.17920E+02    0.36354E-01    0.83346E+02
   364    0.23294E+04    0.18053E+02    0.36461E-01    0.81923E+02
   365    0.23068E+04    0.18185E+02    0.36567E-01    0.80480E+02
   366    0.22845E+04    0.18315E+02    0.36673E-01    0.79013E+02
   367    0.22625E+04    0.18441E+02    0.36779E-01    0.77526E+02
   368    0.22409E+04    0.18565E+02    0.36884E-01    0.76019E+02
   369    0.22197E+04    0.18687E+02    0.36990E-01    0.74490E+02
   370    0.21989E+04    0.18806E+02    0.37095E-01    0.72944E+02
   371    0.21783E+04    0.18923E+02    0.37200E-01    0.71378E+02
   372    0.21582E+04    0.19036E+02    0.37305E-01    0.69794E+02
   373    0.21385E+04    0.19147E+02    0.37410E-01    0.68192E+02
   374    0.21191E+04    0.19256E+02    0.37515E-01    0.66573E+02
   375    0.21001E+04    0.19361E+02    0.37620E-01    0.64938E+02
   376    0.20815E+04    0.19464E+02    0.37724E-01    0.63287E+02
   377    0.20634E+04    0.19564E+02    0.37829E-01    0.61622E+02
   378    0.20456E+04    0.19660E+02    0.37933E-01    0.59941E+02
   379    0.20281E+04    0.19754E+02    0.38038E-01    0.58247E+02
   380    0.20112E+04    0.19846E+02    0.38142E-01    0.56539E+02
   381    0.19946E+04    0.19931E+02    0.38247E-01    0.54819E+02
   382    0.19783E+04    0.20016E+02    0.38351E-01    0.53088E+02
   383    0.19625E+04    0.20097E+02    0.38456E-01    0.51344E+02
   384    0.19471E+04    0.20174E+02    0.38560E-01    0.49590E+02
   385    0.19321E+04    0.20249E+02    0.38665E-01    0.47826E+02
   386    0.19175E+04    0.20320E+02    0.38770E-01    0.46053E+02
   387    0.19033E+04    0.20388E+02    0.38875E-01    0.44271E+02
   388    0.18895E+04    0.20452E+02    0.38980E-01    0.42481E+02
   389    0.18761E+04    0.20511E+02    0.39085E-01    0.40683E+02
   390    0.18631E+04    0.20570E+02    0.39190E-01    0.38880E+02
   391    0.18505E+04    0.20624E+02    0.39296E-01    0.37070E+02
   392    0.18383E+04    0.20677E+02    0.39401E-01    0.35254E+02
   393    0.18266E+04    0.20725E+02    0.39507E-01    0.33434E+02
