#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.263473E+00   0.719505E+06   0.716155E+06   0.246318E+01   0.176175E+01   0.000000E+00   0.718942E+06   0.718942E+06   0.718942E+06  -0.305261E-01   0.404244E+06   0.404202E+06   0.534915E-01
   0.268544E+00   0.696961E+06   0.693591E+06   0.229380E+01   0.163979E+01   0.000000E+00   0.696395E+06   0.696395E+06   0.696395E+06  -0.295470E-01   0.391567E+06   0.391525E+06   0.521592E-01
   0.273615E+00   0.675777E+06   0.672413E+06   0.214332E+01   0.153249E+01   0.000000E+00   0.675212E+06   0.675212E+06   0.675212E+06  -0.286558E-01   0.379656E+06   0.379615E+06   0.505857E-01
   0.278685E+00   0.656420E+06   0.653102E+06   0.200873E+01   0.143680E+01   0.000000E+00   0.655863E+06   0.655863E+06   0.655863E+06  -0.278501E-01   0.368777E+06   0.368736E+06   0.486579E-01
   0.283756E+00   0.639046E+06   0.635818E+06   0.188529E+01   0.134822E+01   0.000000E+00   0.638504E+06   0.638504E+06   0.638504E+06  -0.271045E-01   0.359017E+06   0.358978E+06   0.464026E-01
   0.288827E+00   0.623465E+06   0.620363E+06   0.177376E+01   0.126801E+01   0.000000E+00   0.622944E+06   0.622944E+06   0.622944E+06  -0.264301E-01   0.350268E+06   0.350230E+06   0.439487E-01
   0.293898E+00   0.609229E+06   0.606270E+06   0.167418E+01   0.119688E+01   0.000000E+00   0.608732E+06   0.608732E+06   0.608732E+06  -0.258288E-01   0.342276E+06   0.342240E+06   0.414745E-01
   0.298968E+00   0.595797E+06   0.592979E+06   0.158372E+01   0.113263E+01   0.000000E+00   0.595324E+06   0.595324E+06   0.595324E+06  -0.252739E-01   0.334737E+06   0.334702E+06   0.391546E-01
   0.304039E+00   0.582694E+06   0.579999E+06   0.149814E+01   0.107155E+01   0.000000E+00   0.582242E+06   0.582242E+06   0.582242E+06  -0.247228E-01   0.327382E+06   0.327348E+06   0.371181E-01
   0.309110E+00   0.569584E+06   0.566984E+06   0.141584E+01   0.101242E+01   0.000000E+00   0.569148E+06   0.569148E+06   0.569148E+06  -0.241572E-01   0.320020E+06   0.319987E+06   0.354248E-01
   0.314181E+00   0.556296E+06   0.553760E+06   0.133732E+01   0.955920E+00   0.000000E+00   0.555870E+06   0.555870E+06   0.555870E+06  -0.235810E-01   0.312554E+06   0.312522E+06   0.340614E-01
   0.319251E+00   0.542843E+06   0.540345E+06   0.126415E+01   0.903713E+00   0.000000E+00   0.542423E+06   0.542423E+06   0.542423E+06  -0.230139E-01   0.304993E+06   0.304961E+06   0.329577E-01
   0.324322E+00   0.529413E+06   0.526937E+06   0.119562E+01   0.855006E+00   0.000000E+00   0.528998E+06   0.528998E+06   0.528998E+06  -0.224554E-01   0.297444E+06   0.297413E+06   0.320134E-01
   0.329393E+00   0.516291E+06   0.513832E+06   0.113125E+01   0.809233E+00   0.000000E+00   0.515878E+06   0.515878E+06   0.515878E+06  -0.219088E-01   0.290067E+06   0.290036E+06   0.311268E-01
   0.334464E+00   0.503732E+06   0.501296E+06   0.107058E+01   0.765853E+00   0.000000E+00   0.503323E+06   0.503323E+06   0.503323E+06  -0.213765E-01   0.283008E+06   0.282978E+06   0.302165E-01
   0.339534E+00   0.491894E+06   0.489492E+06   0.101386E+01   0.725116E+00   0.000000E+00   0.491491E+06   0.491491E+06   0.491491E+06  -0.208671E-01   0.276356E+06   0.276326E+06   0.292357E-01
   0.344605E+00   0.480836E+06   0.478483E+06   0.961169E+00   0.687163E+00   0.000000E+00   0.480441E+06   0.480441E+06   0.480441E+06  -0.203862E-01   0.270143E+06   0.270114E+06   0.281763E-01
   0.349676E+00   0.470538E+06   0.468246E+06   0.913059E+00   0.652641E+00   0.000000E+00   0.470153E+06   0.470153E+06   0.470153E+06  -0.199439E-01   0.264358E+06   0.264329E+06   0.270635E-01
   0.354747E+00   0.460898E+06   0.458675E+06   0.869410E+00   0.621565E+00   0.000000E+00   0.460524E+06   0.460524E+06   0.460524E+06  -0.195412E-01   0.258943E+06   0.258916E+06   0.259421E-01
   0.359817E+00   0.451739E+06   0.449586E+06   0.828342E+00   0.592219E+00   0.000000E+00   0.451377E+06   0.451377E+06   0.451377E+06  -0.191538E-01   0.253800E+06   0.253773E+06   0.248612E-01
   0.364888E+00   0.442866E+06   0.440779E+06   0.790260E+00   0.565161E+00   0.000000E+00   0.442516E+06   0.442516E+06   0.442516E+06  -0.187860E-01   0.248817E+06   0.248791E+06   0.238609E-01
   0.369959E+00   0.434136E+06   0.432106E+06   0.754213E+00   0.539557E+00   0.000000E+00   0.433796E+06   0.433796E+06   0.433796E+06  -0.184247E-01   0.243914E+06   0.243889E+06   0.229654E-01
   0.375030E+00   0.425476E+06   0.423492E+06   0.719239E+00   0.514515E+00   0.000000E+00   0.425143E+06   0.425143E+06   0.425143E+06  -0.180561E-01   0.239049E+06   0.239025E+06   0.221788E-01
   0.380100E+00   0.416869E+06   0.414921E+06   0.686290E+00   0.491024E+00   0.000000E+00   0.416542E+06   0.416542E+06   0.416542E+06  -0.176950E-01   0.234213E+06   0.234189E+06   0.214876E-01
   0.385171E+00   0.408345E+06   0.406425E+06   0.654657E+00   0.468386E+00   0.000000E+00   0.408023E+06   0.408023E+06   0.408023E+06  -0.173329E-01   0.229424E+06   0.229400E+06   0.208662E-01
   0.390242E+00   0.399981E+06   0.398085E+06   0.624335E+00   0.446592E+00   0.000000E+00   0.399662E+06   0.399662E+06   0.399662E+06  -0.169721E-01   0.224723E+06   0.224699E+06   0.202855E-01
   0.395313E+00   0.391864E+06   0.389993E+06   0.595881E+00   0.426185E+00   0.000000E+00   0.391550E+06   0.391550E+06   0.391550E+06  -0.166245E-01   0.220162E+06   0.220138E+06   0.197193E-01
   0.400383E+00   0.384065E+06   0.382221E+06   0.569405E+00   0.407273E+00   0.000000E+00   0.383755E+06   0.383755E+06   0.383755E+06  -0.162949E-01   0.215779E+06   0.215756E+06   0.191498E-01
   0.405454E+00   0.376614E+06   0.374802E+06   0.543982E+00   0.388947E+00   0.000000E+00   0.376310E+06   0.376310E+06   0.376310E+06  -0.159702E-01   0.211592E+06   0.211570E+06   0.185692E-01
   0.410525E+00   0.369514E+06   0.367736E+06   0.520354E+00   0.371977E+00   0.000000E+00   0.369215E+06   0.369215E+06   0.369215E+06  -0.156643E-01   0.207603E+06   0.207581E+06   0.179800E-01
   0.415595E+00   0.362738E+06   0.361000E+06   0.498610E+00   0.356486E+00   0.000000E+00   0.362447E+06   0.362447E+06   0.362447E+06  -0.153805E-01   0.203797E+06   0.203775E+06   0.173920E-01
   0.420666E+00   0.356238E+06   0.354539E+06   0.477998E+00   0.341765E+00   0.000000E+00   0.355953E+06   0.355953E+06   0.355953E+06  -0.151060E-01   0.200146E+06   0.200125E+06   0.168182E-01
   0.425737E+00   0.349946E+06   0.348286E+06   0.458160E+00   0.327501E+00   0.000000E+00   0.349667E+06   0.349667E+06   0.349667E+06  -0.148339E-01   0.196612E+06   0.196591E+06   0.162709E-01
   0.430808E+00   0.343806E+06   0.342181E+06   0.439478E+00   0.314115E+00   0.000000E+00   0.343533E+06   0.343533E+06   0.343533E+06  -0.145715E-01   0.193162E+06   0.193142E+06   0.157586E-01
   0.435878E+00   0.337779E+06   0.336186E+06   0.421925E+00   0.301609E+00   0.000000E+00   0.337511E+06   0.337511E+06   0.337511E+06  -0.143189E-01   0.189776E+06   0.189756E+06   0.152852E-01
   0.440949E+00   0.331848E+06   0.330284E+06   0.405256E+00   0.289755E+00   0.000000E+00   0.331586E+06   0.331586E+06   0.331586E+06  -0.140719E-01   0.186444E+06   0.186425E+06   0.148489E-01
   0.446020E+00   0.326012E+06   0.324472E+06   0.388999E+00   0.278095E+00   0.000000E+00   0.325753E+06   0.325753E+06   0.325753E+06  -0.138217E-01   0.183165E+06   0.183146E+06   0.144438E-01
   0.451091E+00   0.320283E+06   0.318765E+06   0.373495E+00   0.266976E+00   0.000000E+00   0.320028E+06   0.320028E+06   0.320028E+06  -0.135762E-01   0.179946E+06   0.179927E+06   0.140617E-01
   0.456161E+00   0.314688E+06   0.313192E+06   0.358864E+00   0.256520E+00   0.000000E+00   0.314437E+06   0.314437E+06   0.314437E+06  -0.133391E-01   0.176802E+06   0.176783E+06   0.136945E-01
   0.461232E+00   0.309256E+06   0.307782E+06   0.345201E+00   0.246823E+00   0.000000E+00   0.309008E+06   0.309008E+06   0.309008E+06  -0.131143E-01   0.173750E+06   0.173731E+06   0.133358E-01
   0.466303E+00   0.304000E+06   0.302549E+06   0.332049E+00   0.237435E+00   0.000000E+00   0.303757E+06   0.303757E+06   0.303757E+06  -0.128927E-01   0.170797E+06   0.170779E+06   0.129816E-01
   0.471374E+00   0.298921E+06   0.297494E+06   0.319362E+00   0.228320E+00   0.000000E+00   0.298681E+06   0.298681E+06   0.298681E+06  -0.126737E-01   0.167943E+06   0.167925E+06   0.126306E-01
   0.476444E+00   0.294012E+06   0.292609E+06   0.307443E+00   0.219792E+00   0.000000E+00   0.293776E+06   0.293776E+06   0.293776E+06  -0.124650E-01   0.165185E+06   0.165167E+06   0.122843E-01
   0.481515E+00   0.289262E+06   0.287884E+06   0.296048E+00   0.211619E+00   0.000000E+00   0.289031E+06   0.289031E+06   0.289031E+06  -0.122614E-01   0.162517E+06   0.162500E+06   0.119456E-01
   0.486586E+00   0.284655E+06   0.283301E+06   0.285402E+00   0.204040E+00   0.000000E+00   0.284427E+06   0.284427E+06   0.284427E+06  -0.120689E-01   0.159928E+06   0.159911E+06   0.116181E-01
   0.491657E+00   0.280163E+06   0.278834E+06   0.275334E+00   0.196900E+00   0.000000E+00   0.279940E+06   0.279940E+06   0.279940E+06  -0.118835E-01   0.157405E+06   0.157389E+06   0.113045E-01
   0.496727E+00   0.275768E+06   0.274461E+06   0.265515E+00   0.189879E+00   0.000000E+00   0.275548E+06   0.275548E+06   0.275548E+06  -0.116972E-01   0.154936E+06   0.154919E+06   0.110062E-01
   0.501798E+00   0.271459E+06   0.270173E+06   0.256073E+00   0.183116E+00   0.000000E+00   0.271243E+06   0.271243E+06   0.271243E+06  -0.115134E-01   0.152515E+06   0.152499E+06   0.107236E-01
   0.506869E+00   0.267235E+06   0.265969E+06   0.246986E+00   0.176594E+00   0.000000E+00   0.267023E+06   0.267023E+06   0.267023E+06  -0.113320E-01   0.150142E+06   0.150126E+06   0.104556E-01
   0.511940E+00   0.263096E+06   0.261849E+06   0.238231E+00   0.170296E+00   0.000000E+00   0.262887E+06   0.262887E+06   0.262887E+06  -0.111528E-01   0.147816E+06   0.147801E+06   0.102001E-01
   0.517010E+00   0.259042E+06   0.257812E+06   0.230033E+00   0.164450E+00   0.000000E+00   0.258836E+06   0.258836E+06   0.258836E+06  -0.109824E-01   0.145539E+06   0.145523E+06   0.995450E-02
   0.522081E+00   0.255081E+06   0.253869E+06   0.222206E+00   0.158874E+00   0.000000E+00   0.254878E+06   0.254878E+06   0.254878E+06  -0.108164E-01   0.143313E+06   0.143298E+06   0.971657E-02
   0.527152E+00   0.251222E+06   0.250027E+06   0.214704E+00   0.153525E+00   0.000000E+00   0.251022E+06   0.251022E+06   0.251022E+06  -0.106542E-01   0.141145E+06   0.141130E+06   0.948467E-02
   0.532223E+00   0.247468E+06   0.246290E+06   0.207516E+00   0.148393E+00   0.000000E+00   0.247270E+06   0.247270E+06   0.247270E+06  -0.104959E-01   0.139035E+06   0.139021E+06   0.925786E-02
   0.559946E+00   0.228560E+06   0.227475E+06   0.173054E+00   0.123722E+00   0.000000E+00   0.228378E+06   0.228378E+06   0.228378E+06  -0.969073E-02   0.128413E+06   0.128399E+06   0.811838E-02
   0.593872E+00   0.208262E+06   0.207273E+06   0.140293E+00   0.100331E+00   0.000000E+00   0.208096E+06   0.208096E+06   0.208096E+06  -0.883416E-02   0.117009E+06   0.116996E+06   0.699070E-02
   0.629853E+00   0.189724E+06   0.188824E+06   0.113683E+00   0.813182E-01   0.000000E+00   0.189573E+06   0.189573E+06   0.189573E+06  -0.805043E-02   0.106594E+06   0.106583E+06   0.600929E-02
   0.879031E+00   0.110914E+06   0.110388E+06   0.340925E-01   0.243785E-01   0.000000E+00   0.110826E+06   0.110826E+06   0.110826E+06  -0.470397E-02   0.623155E+05   0.623088E+05   0.254949E-02
   0.122679E+01   0.640564E+05   0.637523E+05   0.912368E-02   0.624408E-02   0.000000E+00   0.640054E+05   0.640054E+05   0.640054E+05  -0.256090E-02   0.359823E+05   0.359783E+05   0.108143E-02
   0.171212E+01   0.366088E+05   0.364348E+05   0.422897E-02   0.338324E-02   0.000000E+00   0.365796E+05   0.365796E+05   0.365796E+05  -0.194165E-02   0.205780E+05   0.205757E+05   0.464192E-03
   0.238945E+01   0.207351E+05   0.206363E+05   0.357148E-02   0.332558E-02   0.000000E+00   0.207186E+05   0.207186E+05   0.207186E+05  -0.250621E-02   0.116540E+05   0.116526E+05   0.205315E-03
